molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
8988,MOL008988,wjn_bwwz_Molecule89.mol2,Schizonepetoside A,5.49561120065,330.420,-0.567,-0.84903,-1.21754,,4,7,0.23402,0.24612972
8989,MOL008989,wjn_bwwz_Molecule89_qt.mol2,schizonepetoside A_qt,60.2906547108,168.260,1.524,0.86677,0.96500,1.988471,1,2,0.036588,0.27548385
8990,MOL008990,wjn_bwwz_Molecule93.mol2,2-[(1R)-4-methyl-1-cyclohex-3-enyl]propan-2-yl acetate,33.0476056761,196.320,2.794,1.36735,1.56453,5.687899,0,2,0.051384,0.22703898
8991,MOL008991,wjn_bwwz_Molecule94.mol2,Thujyalcohol,73.0785631854,154.280,1.953,1.19696,1.37880,11.414484,1,1,0.051242,0.26421812
8992,MOL008992,wjn_bwwz_Molecule95.mol2,Wuweizisu C,46.266857212,384.460,4.869,1.08414,0.49518,8.720743,0,6,0.8436,0.19889733
8993,MOL008993,wjn_bwwz_Molecule96.mol2,Wyerone,79.2373604652,258.290,3.726,0.76670,0.08333,18.069481,0,4,0.12694,0.29708904
8994,MOL008994,wjn_bwwz_Molecule98.mol2,alpha-Cuparenol,55.7006162415,218.370,3.614,1.41436,1.38504,-0.062552,1,1,0.088611,0.31077036
905,MOL000905,hc_ez_Molecule33.mol2,()-beta-Pinene,44.7682378305,136.260,2.927,1.84907,2.29416,11.319,0,0,0.052595,0.2776674
911,MOL000911,hc_ez_Molecule41.mol2,Terpilene,33.9507990432,136.260,3.449,1.83657,2.09712,11.0518,0,0,0.022228,0.27342772
923,MOL000923,hc_ez_Molecule65.mol2,"ACETIC ACID,BORNYL ESTER",67.15061585,196.320,2.354,1.26099,1.5227,7.054729,0,2,0.075435,0.22465545
968,MOL000968,hc_jh_Molecule48.mol2,beta-Bisabolene,29.5896617082,204.390,5.329,1.88139,2.13097,,0,0,0.055235,0.29021567
