gene_symbol,ensembl_id,score,source,gene_id,disease,disease_key
JUN,ENSG00000177606,0.268751422271914,OpenTargets,,Insomnia,insomnia
SORBS2,ENSG00000154556,0.26863567201891725,OpenTargets,,Insomnia,insomnia
JMJD1C,ENSG00000171988,0.2681581037861897,OpenTargets,,Insomnia,insomnia
TLE4,ENSG00000106829,0.2681088978431837,OpenTargets,,Insomnia,insomnia
DSG1,ENSG00000134760,0.26774652857136083,OpenTargets,,Insomnia,insomnia
FURIN,ENSG00000140564,0.26756440440262946,OpenTargets,,Insomnia,insomnia
FANCL,ENSG00000115392,0.2671667547398285,OpenTargets,,Insomnia,insomnia
LRRC69,ENSG00000214954,0.2665110723091218,OpenTargets,,Insomnia,insomnia
STX17,ENSG00000136874,0.2665006527453953,OpenTargets,,Insomnia,insomnia
VPS54,ENSG00000143952,0.26598186434713755,OpenTargets,,Insomnia,insomnia
ARHGAP21,ENSG00000107863,0.2646689463110925,OpenTargets,,Insomnia,insomnia
SCFD2,ENSG00000184178,0.26316253733461165,OpenTargets,,Insomnia,insomnia
MARCHF1,ENSG00000145416,0.2627046878264018,OpenTargets,,Insomnia,insomnia
GMNC,ENSG00000205835,0.26248940708346624,OpenTargets,,Insomnia,insomnia
MAP3K13,ENSG00000073803,0.26204601389385157,OpenTargets,,Insomnia,insomnia
PLEKHM2,ENSG00000116786,0.25981078229636506,OpenTargets,,Insomnia,insomnia
FBXO33,ENSG00000165355,0.2596158599270586,OpenTargets,,Insomnia,insomnia
RUNX1T1,ENSG00000079102,0.25957433587288414,OpenTargets,,Insomnia,insomnia
ABRA,ENSG00000174429,0.25950175138561365,OpenTargets,,Insomnia,insomnia
MYO16,ENSG00000041515,0.25888681538917135,OpenTargets,,Insomnia,insomnia
FAM120B,ENSG00000112584,0.25879958183239105,OpenTargets,,Insomnia,insomnia
UIMC1,ENSG00000087206,0.2587108998901667,OpenTargets,,Insomnia,insomnia
ZNF784,ENSG00000179922,0.2586592426450532,OpenTargets,,Insomnia,insomnia
KLC1,ENSG00000126214,0.25781320380917094,OpenTargets,,Insomnia,insomnia
SLC7A5,ENSG00000103257,0.25750094732751416,OpenTargets,,Insomnia,insomnia
CABYR,ENSG00000154040,0.25749894271800233,OpenTargets,,Insomnia,insomnia
NKX1-1,ENSG00000235608,0.25693754191129875,OpenTargets,,Insomnia,insomnia
ADCK1,ENSG00000063761,0.25659369630832307,OpenTargets,,Insomnia,insomnia
KHDRBS2,ENSG00000112232,0.2565827039990217,OpenTargets,,Insomnia,insomnia
SATB1,ENSG00000182568,0.2560478807898574,OpenTargets,,Insomnia,insomnia
ISL1,ENSG00000016082,0.25328811725192435,OpenTargets,,Insomnia,insomnia
NRSN1,ENSG00000152954,0.25319401074824627,OpenTargets,,Insomnia,insomnia
RNF130,ENSG00000113269,0.2531384103701368,OpenTargets,,Insomnia,insomnia
JARID2,ENSG00000008083,0.2526946867503828,OpenTargets,,Insomnia,insomnia
GPC5,ENSG00000179399,0.2517500530680967,OpenTargets,,Insomnia,insomnia
SYCE1L,ENSG00000205078,0.24939351128749823,OpenTargets,,Insomnia,insomnia
GNPDA2,ENSG00000163281,0.24874974740307718,OpenTargets,,Insomnia,insomnia
WRN,ENSG00000165392,0.24872980043700024,OpenTargets,,Insomnia,insomnia
MAGI2,ENSG00000187391,0.24795154108344591,OpenTargets,,Insomnia,insomnia
KIF2A,ENSG00000068796,0.2476954714933959,OpenTargets,,Insomnia,insomnia
PKP4,ENSG00000144283,0.2476356379380572,OpenTargets,,Insomnia,insomnia
FRMD4B,ENSG00000114541,0.2476351404571252,OpenTargets,,Insomnia,insomnia
EYS,ENSG00000188107,0.2474257138348246,OpenTargets,,Insomnia,insomnia
ADAMTS20,ENSG00000173157,0.24725218293999207,OpenTargets,,Insomnia,insomnia
NCAPG,ENSG00000109805,0.24591521303178515,OpenTargets,,Insomnia,insomnia
RARB,ENSG00000077092,0.24454060713070977,OpenTargets,,Insomnia,insomnia
CCDC90B,ENSG00000137500,0.24432647738609287,OpenTargets,,Insomnia,insomnia
CREB3L1,ENSG00000157613,0.24390031062107476,OpenTargets,,Insomnia,insomnia
FAM120AOS,ENSG00000188938,0.24315634716239726,OpenTargets,,Insomnia,insomnia
PTBP2,ENSG00000117569,0.24309237038025608,OpenTargets,,Insomnia,insomnia
NRG3,ENSG00000185737,0.24251527964910383,OpenTargets,,Insomnia,insomnia
CD302,ENSG00000241399,0.24049033216215812,OpenTargets,,Insomnia,insomnia
PCSK2,ENSG00000125851,0.23970340727820014,OpenTargets,,Insomnia,insomnia
FGF12,ENSG00000114279,0.2394345913455259,OpenTargets,,Insomnia,insomnia
SND1,ENSG00000197157,0.23896259254339192,OpenTargets,,Insomnia,insomnia
ACACA,ENSG00000278540,0.23823681539785135,OpenTargets,,Insomnia,insomnia
RPS6KA6,ENSG00000072133,0.23783249836740541,OpenTargets,,Insomnia,insomnia
TMEM132E,ENSG00000181291,0.23752922577702484,OpenTargets,,Insomnia,insomnia
TLR4,ENSG00000136869,0.23743958740598606,OpenTargets,,Insomnia,insomnia
ANAPC4,ENSG00000053900,0.23714712112210998,OpenTargets,,Insomnia,insomnia
NMT1,ENSG00000136448,0.2369995466684729,OpenTargets,,Insomnia,insomnia
RBSN,ENSG00000131381,0.2364743558420678,OpenTargets,,Insomnia,insomnia
NFIB,ENSG00000147862,0.2358473481312024,OpenTargets,,Insomnia,insomnia
PHF21A,ENSG00000135365,0.23577575011557703,OpenTargets,,Insomnia,insomnia
P2RX3,ENSG00000109991,0.2355528536463263,OpenTargets,,Insomnia,insomnia
GATB,ENSG00000059691,0.23507379465354888,OpenTargets,,Insomnia,insomnia
PACRG,ENSG00000112530,0.2335510844568616,OpenTargets,,Insomnia,insomnia
DOK6,ENSG00000206052,0.2335163672635571,OpenTargets,,Insomnia,insomnia
MACIR,ENSG00000181751,0.23348819258701112,OpenTargets,,Insomnia,insomnia
CABLES2,ENSG00000149679,0.23229760873769167,OpenTargets,,Insomnia,insomnia
TAFA4,ENSG00000163377,0.23085929039858655,OpenTargets,,Insomnia,insomnia
AJAP1,ENSG00000196581,0.22992867796854555,OpenTargets,,Insomnia,insomnia
SEC16B,ENSG00000120341,0.2296583530715684,OpenTargets,,Insomnia,insomnia
PKN2,ENSG00000065243,0.22942030293844926,OpenTargets,,Insomnia,insomnia
LHFPL3,ENSG00000187416,0.22939188388127943,OpenTargets,,Insomnia,insomnia
ERBB4,ENSG00000178568,0.22911049990057694,OpenTargets,,Insomnia,insomnia
UGT1A6,ENSG00000167165,0.22832390820034276,OpenTargets,,Insomnia,insomnia
THSD7B,ENSG00000144229,0.22760561090273693,OpenTargets,,Insomnia,insomnia
ETV1,ENSG00000006468,0.22752307496110394,OpenTargets,,Insomnia,insomnia
CCDC92,ENSG00000119242,0.2271059977785016,OpenTargets,,Insomnia,insomnia
CAVIN3,ENSG00000170955,0.22621227511993114,OpenTargets,,Insomnia,insomnia
ALKBH8,ENSG00000137760,0.22593414105732806,OpenTargets,,Insomnia,insomnia
GLIS3,ENSG00000107249,0.22587195410510819,OpenTargets,,Insomnia,insomnia
MCTP2,ENSG00000140563,0.2257396939346766,OpenTargets,,Insomnia,insomnia
ILDR2,ENSG00000143195,0.2248136965122481,OpenTargets,,Insomnia,insomnia
MAP2K5,ENSG00000137764,0.22329463083761597,OpenTargets,,Insomnia,insomnia
CYP2D6,ENSG00000100197,0.22272281202818683,OpenTargets,,Insomnia,insomnia
TPH1,ENSG00000129167,0.22246997408311914,OpenTargets,,Insomnia,insomnia
PDZRN4,ENSG00000165966,0.22200180211266848,OpenTargets,,Insomnia,insomnia
XRN2,ENSG00000088930,0.22166701029551014,OpenTargets,,Insomnia,insomnia
CBLN4,ENSG00000054803,0.22161773214739963,OpenTargets,,Insomnia,insomnia
POU5F2,ENSG00000248483,0.2211060353765417,OpenTargets,,Insomnia,insomnia
MRPS27,ENSG00000113048,0.22083606660982583,OpenTargets,,Insomnia,insomnia
ELF2,ENSG00000109381,0.220698607671869,OpenTargets,,Insomnia,insomnia
NPY,ENSG00000122585,0.2202739991272732,OpenTargets,,Insomnia,insomnia
SEMA3F,ENSG00000001617,0.2201337056824809,OpenTargets,,Insomnia,insomnia
SPOPL,ENSG00000144228,0.21872016822703247,OpenTargets,,Insomnia,insomnia
CDIN1,ENSG00000186073,0.21813948544490738,OpenTargets,,Insomnia,insomnia
CDH8,ENSG00000150394,0.21794538114352546,OpenTargets,,Insomnia,insomnia
PUM3,ENSG00000080608,0.21732822025081178,OpenTargets,,Insomnia,insomnia
RBM6,ENSG00000004534,0.21682940291249533,OpenTargets,,Insomnia,insomnia
ALPK1,ENSG00000073331,0.21681942392228787,OpenTargets,,Insomnia,insomnia
HTR1F,ENSG00000179097,0.2167003369000772,OpenTargets,,Insomnia,insomnia
ZNF143,ENSG00000166478,0.21665521528776088,OpenTargets,,Insomnia,insomnia
PDCD11,ENSG00000148843,0.2156519068502774,OpenTargets,,Insomnia,insomnia
PRR16,ENSG00000184838,0.21458937844786666,OpenTargets,,Insomnia,insomnia
FBXL4,ENSG00000112234,0.21454146057049636,OpenTargets,,Insomnia,insomnia
MNT,ENSG00000070444,0.21446233356646735,OpenTargets,,Insomnia,insomnia
NTM,ENSG00000182667,0.21344366150429778,OpenTargets,,Insomnia,insomnia
NBN,ENSG00000104320,0.2098197240230029,OpenTargets,,Insomnia,insomnia
PTN,ENSG00000105894,0.2095449817596939,OpenTargets,,Insomnia,insomnia
NGLY1,ENSG00000151092,0.20928892104720032,OpenTargets,,Insomnia,insomnia
ZWINT,ENSG00000122952,0.20923821103515278,OpenTargets,,Insomnia,insomnia
KCTD16,ENSG00000183775,0.20894445864129788,OpenTargets,,Insomnia,insomnia
IGSF10,ENSG00000152580,0.2074547914585425,OpenTargets,,Insomnia,insomnia
CNTLN,ENSG00000044459,0.20693513499277297,OpenTargets,,Insomnia,insomnia
SCGN,ENSG00000079689,0.20598677846425054,OpenTargets,,Insomnia,insomnia
ANKS1B,ENSG00000185046,0.20561449384061742,OpenTargets,,Insomnia,insomnia
NOS1,ENSG00000089250,0.2050073364119702,OpenTargets,,Insomnia,insomnia
CALHM2,ENSG00000138172,0.20480665823600955,OpenTargets,,Insomnia,insomnia
SGCE,ENSG00000127990,0.2042072799919602,OpenTargets,,Insomnia,insomnia
ASTE1,ENSG00000034533,0.20347144511471,OpenTargets,,Insomnia,insomnia
HMGA2,ENSG00000149948,0.203427021536063,OpenTargets,,Insomnia,insomnia
PEX2,ENSG00000164751,0.2023383450952941,OpenTargets,,Insomnia,insomnia
IRX1,ENSG00000170549,0.20215574940030626,OpenTargets,,Insomnia,insomnia
WDR90,ENSG00000161996,0.20157125928462968,OpenTargets,,Insomnia,insomnia
MAP1B,ENSG00000131711,0.20137908472463295,OpenTargets,,Insomnia,insomnia
CYLC1,ENSG00000183035,0.20072493297269056,OpenTargets,,Insomnia,insomnia
FBN2,ENSG00000138829,0.20070454428576764,OpenTargets,,Insomnia,insomnia
KANSL1L,ENSG00000144445,0.2004000418980469,OpenTargets,,Insomnia,insomnia
LSM5,ENSG00000106355,0.1996539526721398,OpenTargets,,Insomnia,insomnia
MEIS2,ENSG00000134138,0.19888625331512125,OpenTargets,,Insomnia,insomnia
ZNF717,ENSG00000227124,0.19888625331512125,OpenTargets,,Insomnia,insomnia
DECR1,ENSG00000104325,0.19856218946315277,OpenTargets,,Insomnia,insomnia
LRATD2,ENSG00000168672,0.19790344393740575,OpenTargets,,Insomnia,insomnia
IGF2BP1,ENSG00000159217,0.1976458434204629,OpenTargets,,Insomnia,insomnia
TSHZ2,ENSG00000182463,0.1976338129437212,OpenTargets,,Insomnia,insomnia
HTR1A,ENSG00000178394,0.19753349031613235,OpenTargets,,Insomnia,insomnia
C8B,ENSG00000021852,0.1973513282176171,OpenTargets,,Insomnia,insomnia
ZDHHC24,ENSG00000174165,0.1969788949004213,OpenTargets,,Insomnia,insomnia
SRSF6,ENSG00000124193,0.1969033943671713,OpenTargets,,Insomnia,insomnia
SYT13,ENSG00000019505,0.19674519818438768,OpenTargets,,Insomnia,insomnia
SMAD5,ENSG00000113658,0.1957892602667487,OpenTargets,,Insomnia,insomnia
DNAJC19,ENSG00000205981,0.19576183258260438,OpenTargets,,Insomnia,insomnia
DPYD,ENSG00000188641,0.1953232691801928,OpenTargets,,Insomnia,insomnia
ST3GAL1,ENSG00000008513,0.19492858139311384,OpenTargets,,Insomnia,insomnia
WSCD1,ENSG00000179314,0.19410988565126028,OpenTargets,,Insomnia,insomnia
DGKI,ENSG00000157680,0.19301735143861487,OpenTargets,,Insomnia,insomnia
SLC25A12,ENSG00000115840,0.19256812615704122,OpenTargets,,Insomnia,insomnia
CDH10,ENSG00000040731,0.1924788163975522,OpenTargets,,Insomnia,insomnia
ZNF326,ENSG00000162664,0.19210465933646292,OpenTargets,,Insomnia,insomnia
CDC14C,ENSG00000218305,0.1920758017709624,OpenTargets,,Insomnia,insomnia
DGKB,ENSG00000136267,0.19204767115176832,OpenTargets,,Insomnia,insomnia
VAMP3,ENSG00000049245,0.1919957936198952,OpenTargets,,Insomnia,insomnia
H3-3A,ENSG00000163041,0.19120646210308917,OpenTargets,,Insomnia,insomnia
ZIC1,ENSG00000152977,0.19107316964442608,OpenTargets,,Insomnia,insomnia
EFNB2,ENSG00000125266,0.19090486750059446,OpenTargets,,Insomnia,insomnia
LRRIQ3,ENSG00000162620,0.1900907812591844,OpenTargets,,Insomnia,insomnia
FAM241A,ENSG00000174749,0.18971604594535135,OpenTargets,,Insomnia,insomnia
OXR1,ENSG00000164830,0.1897152268200503,OpenTargets,,Insomnia,insomnia
DHX35,ENSG00000101452,0.18894607763470947,OpenTargets,,Insomnia,insomnia
CAMK1D,ENSG00000183049,0.18861113161681942,OpenTargets,,Insomnia,insomnia
FBXL17,ENSG00000145743,0.18838897004867486,OpenTargets,,Insomnia,insomnia
IQCH,ENSG00000103599,0.18778563377228993,OpenTargets,,Insomnia,insomnia
DCAF16,ENSG00000163257,0.18675931575495455,OpenTargets,,Insomnia,insomnia
ATP5MK,ENSG00000173915,0.1858407750393367,OpenTargets,,Insomnia,insomnia
B3GAT2,ENSG00000112309,0.18367730297723484,OpenTargets,,Insomnia,insomnia
ZKSCAN2,ENSG00000155592,0.18226039025501362,OpenTargets,,Insomnia,insomnia
FGF14,ENSG00000102466,0.18177460913466828,OpenTargets,,Insomnia,insomnia
DLG2,ENSG00000150672,0.1808872940672161,OpenTargets,,Insomnia,insomnia
MDFIC,ENSG00000135272,0.18087564215969568,OpenTargets,,Insomnia,insomnia
HBP1,ENSG00000105856,0.17762964940969467,OpenTargets,,Insomnia,insomnia
ICA1L,ENSG00000163596,0.1774031826984722,OpenTargets,,Insomnia,insomnia
URB2,ENSG00000135763,0.17728984606875667,OpenTargets,,Insomnia,insomnia
INSL6,ENSG00000120210,0.17667905697056285,OpenTargets,,Insomnia,insomnia
SATB2,,1.0,NCBI_Gene,23314,Insomnia,insomnia
TLN2,,1.0,NCBI_Gene,83660,Insomnia,insomnia
CEP152,,1.0,NCBI_Gene,22995,Insomnia,insomnia
ADAMTS14,,1.0,NCBI_Gene,140766,Insomnia,insomnia
TUSC1,,1.0,NCBI_Gene,286319,Insomnia,insomnia
CPQ,,1.0,NCBI_Gene,10404,Insomnia,insomnia
PLLP,,1.0,NCBI_Gene,51090,Insomnia,insomnia
SLC2A13,,1.0,NCBI_Gene,114134,Insomnia,insomnia
NAALADL2,,1.0,NCBI_Gene,254827,Insomnia,insomnia
FBXO15,,1.0,NCBI_Gene,201456,Insomnia,insomnia
L3MBTL4,,1.0,NCBI_Gene,91133,Insomnia,insomnia
TMC5,,1.0,NCBI_Gene,79838,Insomnia,insomnia
LINC02288,,1.0,NCBI_Gene,283575,Insomnia,insomnia
LOC101927066,,1.0,NCBI_Gene,101927066,Insomnia,insomnia
APP,ENSG00000142192,0.8696695516607333,OpenTargets,,Alzheimer's disease,alzheimer
PSEN1,ENSG00000080815,0.8663337248746705,OpenTargets,,Alzheimer's disease,alzheimer
PSEN2,ENSG00000143801,0.8165198525554955,OpenTargets,,Alzheimer's disease,alzheimer
APOE,ENSG00000130203,0.7749432033461633,OpenTargets,,Alzheimer's disease,alzheimer
GRIN1,ENSG00000176884,0.7000358051327009,OpenTargets,,Alzheimer's disease,alzheimer
SORL1,ENSG00000137642,0.6887135105146187,OpenTargets,,Alzheimer's disease,alzheimer
ADAM10,ENSG00000137845,0.6816636553816533,OpenTargets,,Alzheimer's disease,alzheimer
CDK5,ENSG00000164885,0.6800338890220147,OpenTargets,,Alzheimer's disease,alzheimer
GRIN3B,ENSG00000116032,0.66936011916202,OpenTargets,,Alzheimer's disease,alzheimer
ACE,ENSG00000159640,0.6341919427542662,OpenTargets,,Alzheimer's disease,alzheimer
ACHE,ENSG00000087085,0.6286789001536538,OpenTargets,,Alzheimer's disease,alzheimer
GRIN2B,ENSG00000273079,0.6274063661175356,OpenTargets,,Alzheimer's disease,alzheimer
BCHE,ENSG00000114200,0.6272161725827728,OpenTargets,,Alzheimer's disease,alzheimer
GRIN2A,ENSG00000183454,0.6151782725819345,OpenTargets,,Alzheimer's disease,alzheimer
GRIN2D,ENSG00000105464,0.6136111345949934,OpenTargets,,Alzheimer's disease,alzheimer
GRIN3A,ENSG00000198785,0.6101241550231941,OpenTargets,,Alzheimer's disease,alzheimer
APH1B,ENSG00000138613,0.6090250464013078,OpenTargets,,Alzheimer's disease,alzheimer
GRIN2C,ENSG00000161509,0.6083962283415625,OpenTargets,,Alzheimer's disease,alzheimer
CDK5R1,ENSG00000176749,0.6074662113403846,OpenTargets,,Alzheimer's disease,alzheimer
HFE,ENSG00000010704,0.6048602773233976,OpenTargets,,Alzheimer's disease,alzheimer
CDC25B,ENSG00000101224,0.5985275901516723,OpenTargets,,Alzheimer's disease,alzheimer
CR1,ENSG00000203710,0.5926783768207446,OpenTargets,,Alzheimer's disease,alzheimer
ADRA2B,ENSG00000274286,0.5914859782379777,OpenTargets,,Alzheimer's disease,alzheimer
HMGCR,ENSG00000113161,0.584711381261442,OpenTargets,,Alzheimer's disease,alzheimer
CD33,ENSG00000105383,0.5818249181893902,OpenTargets,,Alzheimer's disease,alzheimer
GRN,ENSG00000030582,0.5810506372714668,OpenTargets,,Alzheimer's disease,alzheimer
EPHA1,ENSG00000146904,0.580575990464643,OpenTargets,,Alzheimer's disease,alzheimer
FOXO3,ENSG00000118689,0.5736355541079968,OpenTargets,,Alzheimer's disease,alzheimer
TREM2,ENSG00000095970,0.5721845302600777,OpenTargets,,Alzheimer's disease,alzheimer
ABCA7,ENSG00000064687,0.5653009027165964,OpenTargets,,Alzheimer's disease,alzheimer
NDUFAB1,ENSG00000004779,0.5608605760909913,OpenTargets,,Alzheimer's disease,alzheimer
CLU,ENSG00000120885,0.5557063381395116,OpenTargets,,Alzheimer's disease,alzheimer
BIN1,ENSG00000136717,0.5547057890274468,OpenTargets,,Alzheimer's disease,alzheimer
SLC6A3,ENSG00000142319,0.5539395717319444,OpenTargets,,Alzheimer's disease,alzheimer
GSK3B,ENSG00000082701,0.5534786397885884,OpenTargets,,Alzheimer's disease,alzheimer
CDKN2B,ENSG00000147883,0.5531421294534669,OpenTargets,,Alzheimer's disease,alzheimer
PLCG2,ENSG00000197943,0.55138545916762,OpenTargets,,Alzheimer's disease,alzheimer
CDKN1A,ENSG00000124762,0.5503043842101816,OpenTargets,,Alzheimer's disease,alzheimer
NCK2,ENSG00000071051,0.5487826684396903,OpenTargets,,Alzheimer's disease,alzheimer
PSAP,ENSG00000197746,0.5479043693118749,OpenTargets,,Alzheimer's disease,alzheimer
PLK1,ENSG00000166851,0.5419833466167745,OpenTargets,,Alzheimer's disease,alzheimer
CDK4,ENSG00000135446,0.5419430517035931,OpenTargets,,Alzheimer's disease,alzheimer
SMPD1,ENSG00000166311,0.5416821779169125,OpenTargets,,Alzheimer's disease,alzheimer
MS4A6A,ENSG00000110077,0.5383166652061998,OpenTargets,,Alzheimer's disease,alzheimer
SCARB1,ENSG00000073060,0.5345305649908763,OpenTargets,,Alzheimer's disease,alzheimer
AXL,ENSG00000167601,0.5344078071045751,OpenTargets,,Alzheimer's disease,alzheimer
NDUFS5,ENSG00000168653,0.5339588476632112,OpenTargets,,Alzheimer's disease,alzheimer
HTR1A,ENSG00000178394,0.5290229308192081,OpenTargets,,Alzheimer's disease,alzheimer
AURKB,ENSG00000178999,0.5287759633031683,OpenTargets,,Alzheimer's disease,alzheimer
NDUFA8,ENSG00000119421,0.5284709157316196,OpenTargets,,Alzheimer's disease,alzheimer
NDUFV2,ENSG00000178127,0.5277532415855091,OpenTargets,,Alzheimer's disease,alzheimer
LSM6,ENSG00000164167,0.5268771472813407,OpenTargets,,Alzheimer's disease,alzheimer
MTMR3,ENSG00000100330,0.5262820110553627,OpenTargets,,Alzheimer's disease,alzheimer
SLC6A2,ENSG00000103546,0.5253338035950694,OpenTargets,,Alzheimer's disease,alzheimer
CDKN2A,ENSG00000147889,0.5252849051254936,OpenTargets,,Alzheimer's disease,alzheimer
CDKN1C,ENSG00000129757,0.5250486731811728,OpenTargets,,Alzheimer's disease,alzheimer
CDK1,ENSG00000170312,0.5248755708356222,OpenTargets,,Alzheimer's disease,alzheimer
RIOK2,ENSG00000058729,0.5244154452261425,OpenTargets,,Alzheimer's disease,alzheimer
DRD2,ENSG00000149295,0.5239248574008657,OpenTargets,,Alzheimer's disease,alzheimer
NDUFS1,ENSG00000023228,0.5232633839227692,OpenTargets,,Alzheimer's disease,alzheimer
DDX39B,ENSG00000198563,0.5222917544590315,OpenTargets,,Alzheimer's disease,alzheimer
ATP6V1B2,ENSG00000147416,0.5211752723946863,OpenTargets,,Alzheimer's disease,alzheimer
PICALM,ENSG00000073921,0.5190691988271273,OpenTargets,,Alzheimer's disease,alzheimer
CD2AP,ENSG00000198087,0.5188400429995826,OpenTargets,,Alzheimer's disease,alzheimer
UQCRC1,ENSG00000010256,0.5183860713313272,OpenTargets,,Alzheimer's disease,alzheimer
ATP6V1A,ENSG00000114573,0.5182959504544525,OpenTargets,,Alzheimer's disease,alzheimer
ADRA2C,ENSG00000184160,0.5163074785207125,OpenTargets,,Alzheimer's disease,alzheimer
AURKA,ENSG00000087586,0.5155270888510811,OpenTargets,,Alzheimer's disease,alzheimer
ADRA2A,ENSG00000150594,0.5118463597412175,OpenTargets,,Alzheimer's disease,alzheimer
MPO,ENSG00000005381,0.5117547282373773,OpenTargets,,Alzheimer's disease,alzheimer
NDUFS2,ENSG00000158864,0.5110539411128694,OpenTargets,,Alzheimer's disease,alzheimer
CASS4,ENSG00000087589,0.5104872560249373,OpenTargets,,Alzheimer's disease,alzheimer
SLC18A2,ENSG00000165646,0.5094579284886787,OpenTargets,,Alzheimer's disease,alzheimer
PIKFYVE,ENSG00000115020,0.5089489781100042,OpenTargets,,Alzheimer's disease,alzheimer
CAMLG,ENSG00000164615,0.5075988192398417,OpenTargets,,Alzheimer's disease,alzheimer
NDUFA9,ENSG00000139180,0.5062203596018111,OpenTargets,,Alzheimer's disease,alzheimer
KAT8,ENSG00000103510,0.5057098773322191,OpenTargets,,Alzheimer's disease,alzheimer
NR1H2,ENSG00000131408,0.5047494233888233,OpenTargets,,Alzheimer's disease,alzheimer
CSNK1A1,ENSG00000113712,0.5040365578291959,OpenTargets,,Alzheimer's disease,alzheimer
AKAP11,ENSG00000023516,0.5030645574681958,OpenTargets,,Alzheimer's disease,alzheimer
TARS2,ENSG00000143374,0.5030392466541774,OpenTargets,,Alzheimer's disease,alzheimer
MASTL,ENSG00000120539,0.5030392466541774,OpenTargets,,Alzheimer's disease,alzheimer
ATP6V1C1,ENSG00000155097,0.5029313970500541,OpenTargets,,Alzheimer's disease,alzheimer
FADS2,ENSG00000134824,0.5017930585581221,OpenTargets,,Alzheimer's disease,alzheimer
CDK12,ENSG00000167258,0.5016300431916646,OpenTargets,,Alzheimer's disease,alzheimer
CTSB,ENSG00000164733,0.5013866040818838,OpenTargets,,Alzheimer's disease,alzheimer
PI4KB,ENSG00000143393,0.4993421627252597,OpenTargets,,Alzheimer's disease,alzheimer
NDUFB7,ENSG00000099795,0.49812141247755826,OpenTargets,,Alzheimer's disease,alzheimer
MTMR6,ENSG00000139505,0.4976720716320659,OpenTargets,,Alzheimer's disease,alzheimer
DRD1,ENSG00000184845,0.4964918626381651,OpenTargets,,Alzheimer's disease,alzheimer
H2BC4,ENSG00000180596,0.4953245841496741,OpenTargets,,Alzheimer's disease,alzheimer
TP53,ENSG00000141510,0.49512130669415844,OpenTargets,,Alzheimer's disease,alzheimer
MTOR,ENSG00000198793,0.4937230577264579,OpenTargets,,Alzheimer's disease,alzheimer
KIF1A,ENSG00000130294,0.4934775830034178,OpenTargets,,Alzheimer's disease,alzheimer
NEU1,ENSG00000204386,0.4886089952304533,OpenTargets,,Alzheimer's disease,alzheimer
OGG1,ENSG00000114026,0.4877648235381816,OpenTargets,,Alzheimer's disease,alzheimer
PIK3CB,ENSG00000051382,0.48687824014181796,OpenTargets,,Alzheimer's disease,alzheimer
TGFBR2,ENSG00000163513,0.4830083848043395,OpenTargets,,Alzheimer's disease,alzheimer
BMS1,ENSG00000165733,0.48246171974515695,OpenTargets,,Alzheimer's disease,alzheimer
CLK2,ENSG00000176444,0.4823993150445137,OpenTargets,,Alzheimer's disease,alzheimer
GABRP,ENSG00000094755,0.4814067067058774,OpenTargets,,Alzheimer's disease,alzheimer
SCD,ENSG00000099194,0.48063055652355385,OpenTargets,,Alzheimer's disease,alzheimer
DRD3,ENSG00000151577,0.4803842725140399,OpenTargets,,Alzheimer's disease,alzheimer
NOC4L,ENSG00000184967,0.4791090291238817,OpenTargets,,Alzheimer's disease,alzheimer
XPO1,ENSG00000082898,0.4783128590683893,OpenTargets,,Alzheimer's disease,alzheimer
AP2S1,ENSG00000042753,0.47739715964813434,OpenTargets,,Alzheimer's disease,alzheimer
DRD4,ENSG00000069696,0.47712174413228764,OpenTargets,,Alzheimer's disease,alzheimer
SLC24A4,ENSG00000140090,0.4770198056518296,OpenTargets,,Alzheimer's disease,alzheimer
INPP5D,ENSG00000168918,0.47693438573711233,OpenTargets,,Alzheimer's disease,alzheimer
SHARPIN,ENSG00000179526,0.4765564735652801,OpenTargets,,Alzheimer's disease,alzheimer
TGFBR1,ENSG00000106799,0.4750378558173373,OpenTargets,,Alzheimer's disease,alzheimer
RAB7A,ENSG00000075785,0.474824686168203,OpenTargets,,Alzheimer's disease,alzheimer
PTPN1,ENSG00000196396,0.4733977341165619,OpenTargets,,Alzheimer's disease,alzheimer
CLTC,ENSG00000141367,0.47288585687854195,OpenTargets,,Alzheimer's disease,alzheimer
PPT1,ENSG00000131238,0.47281547323980794,OpenTargets,,Alzheimer's disease,alzheimer
RRP15,ENSG00000067533,0.47269770861454297,OpenTargets,,Alzheimer's disease,alzheimer
RASGEF1C,ENSG00000146090,0.4703869592573467,OpenTargets,,Alzheimer's disease,alzheimer
NDUFS8,ENSG00000110717,0.46974858889899024,OpenTargets,,Alzheimer's disease,alzheimer
FCF1,ENSG00000119616,0.46903790002318485,OpenTargets,,Alzheimer's disease,alzheimer
NDUFB9,ENSG00000147684,0.4688652507665982,OpenTargets,,Alzheimer's disease,alzheimer
PPP1R10,ENSG00000204569,0.46868935974883674,OpenTargets,,Alzheimer's disease,alzheimer
NDUFA5,ENSG00000128609,0.4685556494443896,OpenTargets,,Alzheimer's disease,alzheimer
GM2A,ENSG00000196743,0.46841571946124444,OpenTargets,,Alzheimer's disease,alzheimer
AP2M1,ENSG00000161203,0.46818223082240157,OpenTargets,,Alzheimer's disease,alzheimer
HSD17B12,ENSG00000149084,0.467993063220509,OpenTargets,,Alzheimer's disease,alzheimer
